Timestamp,Protocol,Local_Address,Remote_Address,Status
2026-03-17 12:26:15,TCP,192.168.16.235:63252,199.232.101.91:443,ESTABLISHED
2026-03-17 12:26:15,TCP,127.0.0.1:63261,127.0.1.1:8050,ESTABLISHED
2026-03-17 12:26:15,TCP,127.0.1.1:8050,127.0.0.1:63262,ESTABLISHED
2026-03-17 12:26:15,TCP,192.168.16.235:63255,135.234.160.244:443,ESTABLISHED
2026-03-17 12:26:15,TCP,127.0.1.1:8050,127.0.0.1:63261,ESTABLISHED
2026-03-17 12:26:15,TCP,192.168.16.235:63244,140.82.112.21:443,ESTABLISHED
2026-03-17 12:26:15,TCP,192.168.16.235:63251,20.190.145.160:443,ESTABLISHED
2026-03-17 12:26:15,TCP,127.0.0.1:63262,127.0.1.1:8050,ESTABLISHED
2026-03-17 12:26:18,TCP,127.0.1.1:8050,127.0.0.1:50425,ESTABLISHED
2026-03-17 12:26:18,TCP,127.0.0.1:50426,127.0.1.1:8050,ESTABLISHED
2026-03-17 12:26:18,TCP,127.0.1.1:8050,127.0.0.1:50426,ESTABLISHED
2026-03-17 12:26:18,TCP,127.0.0.1:50425,127.0.1.1:8050,ESTABLISHED
2026-03-17 12:26:32,TCP,127.0.1.1:8050,127.0.0.1:56712,ESTABLISHED
2026-03-17 12:26:32,TCP,127.0.0.1:56712,127.0.1.1:8050,ESTABLISHED
2026-03-17 12:26:35,TCP,127.0.1.1:8050,127.0.0.1:60090,ESTABLISHED
2026-03-17 12:26:35,TCP,127.0.0.1:60090,127.0.1.1:8050,ESTABLISHED
2026-03-17 12:26:42,TCP,192.168.16.235:51940,10.1.8.107:8009,ESTABLISHED
2026-03-17 12:26:48,TCP,127.0.0.1:54731,127.0.1.1:8050,ESTABLISHED
2026-03-17 12:26:48,TCP,127.0.1.1:8050,127.0.0.1:54731,ESTABLISHED
2026-03-17 12:26:49,TCP,192.168.16.235:63244,13.107.6.158:443,ESTABLISHED
2026-03-17 12:26:50,TCP,192.168.16.235:63255,20.195.84.7:443,ESTABLISHED
2026-03-17 12:26:52,TCP,192.168.16.235:53557,20.195.84.7:443,ESTABLISHED
2026-03-17 12:26:55,TCP,192.168.16.235:49925,142.250.193.170:443,ESTABLISHED
2026-03-17 12:26:57,TCP,192.168.16.235:49933,13.107.6.158:443,ESTABLISHED
2026-03-17 12:26:57,TCP,192.168.16.235:49929,13.107.6.158:443,ESTABLISHED
2026-03-17 12:26:58,TCP,192.168.16.235:49934,135.234.160.244:443,ESTABLISHED
2026-03-17 12:26:58,TCP,192.168.16.235:49935,20.192.44.82:443,ESTABLISHED
2026-03-17 12:27:00,TCP,192.168.16.235:59330,140.82.114.26:443,ESTABLISHED
2026-03-17 12:27:01,TCP,192.168.16.235:59335,20.195.65.193:443,ESTABLISHED
2026-03-17 12:27:01,TCP,192.168.16.235:59333,13.107.6.158:443,ESTABLISHED
2026-03-17 12:27:01,TCP,192.168.16.235:59334,20.195.65.193:443,ESTABLISHED
2026-03-17 12:27:06,TCP,192.168.16.235:61147,20.205.69.80:443,ESTABLISHED
2026-03-17 12:27:07,TCP,192.168.16.235:54212,40.79.173.40:443,ESTABLISHED
2026-03-17 12:27:08,TCP,127.0.0.1:54215,127.0.1.1:8050,ESTABLISHED
2026-03-17 12:27:08,TCP,127.0.1.1:8050,127.0.0.1:54215,ESTABLISHED
2026-03-17 12:27:12,TCP,192.168.16.235:54226,13.107.6.158:443,ESTABLISHED
2026-03-17 12:27:13,TCP,192.168.16.235:54232,20.192.44.82:443,ESTABLISHED
2026-03-17 12:27:15,TCP,192.168.16.235:54237,20.192.44.82:443,ESTABLISHED
2026-03-17 12:27:17,TCP,127.0.0.1:54243,127.0.1.1:8050,ESTABLISHED
2026-03-17 12:27:17,TCP,127.0.1.1:8050,127.0.0.1:54243,ESTABLISHED
2026-03-17 12:27:19,TCP,192.168.16.235:63243,20.207.73.85:443,ESTABLISHED
2026-03-17 12:27:19,TCP,192.168.16.235:54248,52.182.143.214:443,ESTABLISHED
2026-03-17 12:27:19,TCP,192.168.16.235:54244,192.178.211.84:443,ESTABLISHED
2026-03-17 12:27:20,TCP,192.168.16.235:52635,20.199.39.224:443,ESTABLISHED
2026-03-17 12:27:20,TCP,192.168.16.235:55746,140.82.112.21:443,ESTABLISHED
2026-03-17 12:27:20,TCP,192.168.16.235:55747,20.189.172.32:443,ESTABLISHED
2026-03-17 12:27:20,TCP,192.168.16.235:61195,140.82.112.21:443,ESTABLISHED
2026-03-17 12:27:21,TCP,192.168.16.235:61199,52.182.143.214:443,ESTABLISHED
2026-03-17 12:27:23,TCP,192.168.16.235:61203,40.79.173.40:443,ESTABLISHED
2026-03-17 12:27:27,TCP,192.168.16.235:61213,142.250.193.170:443,ESTABLISHED
2026-03-17 12:27:29,TCP,192.168.16.235:61217,142.250.193.170:443,ESTABLISHED
